OrderID,CustomerID,ProductID,OrderDate,Quantity,OrderValue
O01246,C003,P015,2024-03-30,710,84.27
O01247,C033,P008,2024-04-17,416,255.97
O01248,C028,P020,2024-04-19,793,56.31
O01249,C027,P036,2024-06-04,56,102.08
O01250,C002,P014,2024-01-07,629,59.32
O01251,C008,P045,2024-05-15,659,257.28
O01252,C020,P029,2024-01-15,465,202.41
O01253,C022,P019,2024-06-08,945,478.52
O01254,C036,P035,2024-01-10,619,275.29
O01255,C013,P032,2024-01-03,216,80.37
O01256,C014,P002,2024-05-26,364,438.32
O01257,C002,P034,2024-05-22,718,184.29
O01258,C038,P050,2024-02-03,467,57.71
O01259,C019,P027,2024-07-01,210,75.08
O01260,C036,P032,2024-07-19,287,433.51
O01261,C015,P009,2024-03-19,221,94.87
O01262,C026,P015,2024-07-14,858,488.79
O01263,C039,P046,2024-02-20,547,239.3
O01264,C010,P041,2024-05-08,408,107.77
O01265,C033,P007,2024-03-03,401,394.94
O01266,C020,P014,2024-05-01,770,126.95
O01267,C039,P039,2024-06-14,414,481.11
O01268,C023,P021,2024-04-24,293,405.07
O01269,C015,P024,2024-05-15,81,246.01
O01270,C017,P005,2024-03-29,243,406.57
O01271,C031,P041,2024-01-08,907,173.36
O01272,C016,P009,2024-03-05,634,268.24
O01273,C001,P012,2024-02-03,965,389.15
O01274,C012,P008,2024-02-05,840,115.02
O01275,C029,P043,2024-06-22,58,345.79
O01276,C009,P034,2024-02-09,563,488.18
O01277,C031,P004,2024-06-04,744,131.44
O01278,C028,P002,2024-06-21,109,335.76
O01279,C004,P028,2024-02-05,916,392.36
O01280,C034,P019,2024-01-08,161,445.5
O01281,C038,P043,2024-04-08,757,273.05
O01282,C030,P022,2024-06-24,242,452.19
O01283,C036,P026,2024-03-03,246,349.07
O01284,C031,P014,2024-05-03,996,231.4
O01285,C010,P008,2024-03-16,502,295.89
O01286,C031,P011,2024-07-01,929,126.17
O01287,C002,P047,2024-07-03,323,366.88
O01288,C026,P039,2024-02-27,141,247.55
O01289,C019,P012,2024-07-08,805,145.38
O01290,C035,P028,2024-01-14,667,447.31
O01291,C006,P034,2024-05-28,104,308.02
O01292,C007,P031,2024-05-17,356,193.6
O01293,C009,P046,2024-06-28,510,397.44
O01294,C013,P032,2024-06-12,930,54.39
O01295,C017,P008,2024-01-07,988,65.24
O01296,C013,P015,2024-07-07,916,223.98
O01297,C036,P025,2024-02-10,343,472.19
O01298,C026,P039,2024-01-18,178,270.84
O01299,C004,P016,2024-06-15,615,317.57
O01300,C005,P043,2024-06-22,279,478.01
O01301,C028,P042,2024-06-18,314,311.87
O01302,C028,P046,2024-03-03,385,252.71
O01303,C034,P034,2024-04-18,661,270.22
O01304,C015,P005,2024-05-31,665,63.52
O01305,C006,P035,2024-01-10,407,481.99
O01306,C001,P024,2024-03-10,825,268.2
O01307,C019,P034,2024-03-07,547,441.73
O01308,C036,P006,2024-02-26,761,453.6
O01309,C031,P018,2024-01-25,545,180.89
O01310,C031,P040,2024-01-06,236,159.67
O01311,C024,P013,2024-05-14,290,450.7
O01312,C026,P010,2024-03-04,253,61.12
O01313,C029,P026,2024-03-25,204,466.98
O01314,C004,P045,2024-06-25,916,257.93
O01315,C027,P039,2024-04-08,298,104.98
O01316,C024,P033,2024-05-16,842,202.81
O01317,C007,P034,2024-06-29,495,113.91
O01318,C039,P023,2024-02-26,1000,225.47
O01319,C017,P044,2024-05-28,600,271.4
O01320,C009,P017,2024-02-17,258,377.87
O01321,C004,P038,2024-05-29,902,477.34
O01322,C017,P010,2024-02-21,445,389.72
O01323,C011,P027,2024-05-29,276,444.46
O01324,C017,P020,2024-03-19,624,144.63
O01325,C008,P002,2024-03-05,917,216.75
O01326,C022,P042,2024-03-19,936,479.83
O01327,C040,P025,2024-05-15,61,81.58
O01328,C030,P032,2024-02-27,853,444.22
O01329,C025,P032,2024-05-21,374,338.9
O01330,C026,P048,2024-04-21,600,499.92
O01331,C013,P020,2024-05-05,396,363.52
O01332,C030,P008,2024-07-09,73,258.86
O01333,C033,P002,2024-04-27,468,498.18
O01334,C003,P012,2024-03-23,487,186.51
O01335,C009,P013,2024-02-04,128,167.65
O01336,C019,P010,2024-04-15,97,118.26
O01337,C026,P023,2024-04-24,549,308.12
O01338,C030,P023,2024-04-11,584,86.28
O01339,C020,P015,2024-02-22,834,183.32
O01340,C030,P029,2024-03-10,904,383.3
O01341,C011,P015,2024-07-10,456,367.75
O01342,C025,P027,2024-05-25,739,161.5
O01343,C028,P008,2024-05-20,236,484.05
O01344,C017,P023,2024-01-02,687,272.12
O01345,C027,P031,2024-07-17,918,374.66
O01346,C004,P017,2024-03-05,684,206.88
O01347,C026,P042,2024-01-08,662,124.99
O01348,C039,P043,2024-01-22,177,89.08
O01349,C024,P028,2024-06-18,401,486.73
O01350,C040,P010,2024-02-15,516,350.83
O01351,C013,P026,2024-02-01,197,166.28
O01352,C001,P050,2024-05-20,774,169.81
O01353,C031,P039,2024-05-03,274,455.55
O01354,C016,P038,2024-05-22,397,404.44
O01355,C010,P041,2024-01-14,524,302.18
O01356,C011,P044,2024-06-18,977,223.38
O01357,C007,P017,2024-06-22,985,90.4
O01358,C003,P013,2024-03-22,755,427.86
O01359,C034,P021,2024-04-25,133,184.9
O01360,C012,P002,2024-01-19,912,455.44
O01361,C038,P002,2024-01-19,444,272.16
O01362,C015,P027,2024-05-04,607,193.68
O01363,C016,P030,2024-06-22,837,338.92
O01364,C030,P027,2024-03-20,174,102.02
O01365,C035,P047,2024-03-28,339,312.86
O01366,C031,P050,2024-06-19,245,278.26
O01367,C001,P001,2024-03-18,581,100.02
O01368,C023,P010,2024-01-16,143,125.58
O01369,C031,P028,2024-01-06,790,235.57
O01370,C025,P045,2024-05-13,856,95.64
O01371,C025,P049,2024-05-16,440,180.34
O01372,C016,P034,2024-02-21,254,255.1
O01373,C008,P003,2024-02-22,874,247.53
O01374,C020,P029,2024-06-10,459,61.31
O01375,C006,P003,2024-02-19,530,249.61
O01376,C024,P016,2024-02-18,291,310.06
O01377,C006,P018,2024-03-08,975,188.96
O01378,C031,P049,2024-02-12,428,265.94
O01379,C035,P036,2024-05-25,64,128.93
O01380,C009,P004,2024-07-11,678,324.21
O01381,C013,P022,2024-06-24,217,455.98
O01382,C010,P001,2024-01-19,682,288.73
O01383,C022,P020,2024-04-01,814,230.09
O01384,C004,P001,2024-07-02,343,263.59
O01385,C036,P030,2024-06-23,94,419.0
O01386,C009,P048,2024-01-26,581,58.7
O01387,C030,P003,2024-05-23,246,173.42
O01388,C026,P013,2024-01-31,601,238.47
O01389,C006,P001,2024-01-10,592,140.02
O01390,C024,P013,2024-01-27,401,388.61
O01391,C009,P029,2024-06-21,619,59.86
O01392,C021,P027,2024-07-05,964,66.85
O01393,C027,P013,2024-05-16,855,301.02
O01394,C019,P006,2024-06-17,665,481.54
O01395,C035,P020,2024-02-05,880,97.67
O01396,C017,P017,2024-06-02,499,176.71
O01397,C002,P047,2024-06-07,418,273.01
O01398,C016,P011,2024-02-12,728,379.31
O01399,C035,P013,2024-07-16,635,195.16
O01400,C035,P023,2024-04-16,251,287.99
O01401,C013,P021,2024-02-29,434,106.72
O01402,C008,P039,2024-03-09,405,87.23
O01403,C036,P026,2024-07-14,290,94.63
O01404,C038,P012,2024-06-15,524,283.25
O01405,C036,P042,2024-06-07,424,235.57
O01406,C037,P025,2024-04-30,957,362.19
O01407,C013,P030,2024-06-28,754,318.46
O01408,C024,P025,2024-06-05,597,284.29
O01409,C034,P021,2024-01-09,806,359.63
O01410,C027,P028,2024-06-17,407,114.37
O01411,C014,P045,2024-04-07,705,333.79
O01412,C031,P036,2024-05-14,887,220.38
O01413,C034,P002,2024-03-09,177,73.14
O01414,C006,P033,2024-01-30,341,410.04
O01415,C025,P020,2024-02-05,176,383.42
O01416,C010,P004,2024-02-10,424,290.51
O01417,C038,P021,2024-03-23,701,264.43
O01418,C034,P002,2024-05-21,762,289.81
O01419,C009,P025,2024-03-29,927,127.88
O01420,C016,P043,2024-04-24,986,292.5
O01421,C026,P002,2024-04-23,496,369.55
O01422,C003,P026,2024-04-26,198,214.77
O01423,C040,P006,2024-01-02,945,351.57
O01424,C040,P011,2024-07-05,942,231.52
O01425,C007,P040,2024-01-26,774,292.42
O01426,C039,P021,2024-01-16,983,246.76
O01427,C025,P042,2024-01-16,636,324.25
O01428,C012,P016,2024-07-04,191,380.91
O01429,C032,P045,2024-04-20,994,158.09
O01430,C022,P044,2024-06-27,311,374.63
O01431,C006,P049,2024-01-13,626,496.1
O01432,C014,P008,2024-05-02,121,90.4
O01433,C002,P047,2024-02-13,195,442.08
O01434,C012,P008,2024-02-13,453,158.93
O01435,C032,P019,2024-01-18,734,354.6
O01436,C040,P039,2024-01-25,921,150.21
O01437,C037,P009,2024-05-20,726,252.6
O01438,C018,P002,2024-02-27,670,370.35
O01439,C026,P016,2024-05-17,377,180.79
O01440,C012,P016,2024-05-29,850,112.71
O01441,C028,P009,2024-07-18,313,118.51
O01442,C038,P048,2024-07-05,484,489.99
O01443,C015,P038,2024-04-06,67,440.81
O01444,C018,P009,2024-04-24,727,223.34
O01445,C014,P033,2024-02-22,998,332.57
O01446,C012,P010,2024-01-22,590,444.83
O01447,C001,P012,2024-01-07,893,150.13
O01448,C004,P041,2024-04-30,843,422.33
O01449,C027,P002,2024-06-22,689,412.37
O01450,C013,P005,2024-07-18,342,79.86
O01451,C016,P045,2024-06-20,934,162.01
O01452,C011,P015,2024-01-29,652,147.9
O01453,C006,P036,2024-05-20,655,165.61
O01454,C018,P043,2024-06-10,719,454.58
O01455,C023,P006,2024-04-23,754,402.03
O01456,C011,P016,2024-03-27,841,288.51
O01457,C036,P037,2024-03-28,499,117.94
O01458,C025,P030,2024-01-06,778,84.1
O01459,C009,P044,2024-02-06,827,149.07
O01460,C002,P038,2024-06-29,66,447.76
O01461,C016,P020,2024-01-27,450,190.54
O01462,C039,P001,2024-02-28,769,87.61
O01463,C015,P015,2024-06-22,641,451.83
O01464,C015,P013,2024-05-23,758,110.12
O01465,C028,P024,2024-06-19,90,420.62
O01466,C008,P012,2024-01-04,590,81.76
O01467,C035,P040,2024-03-19,277,336.4
O01468,C022,P039,2024-03-17,939,413.55
O01469,C004,P049,2024-03-04,108,224.35
O01470,C037,P038,2024-07-19,119,343.63
O01471,C019,P027,2024-02-21,622,381.84
O01472,C002,P025,2024-04-07,405,227.98
O01473,C008,P044,2024-02-07,982,271.83
O01474,C031,P009,2024-03-20,472,268.25
O01475,C020,P003,2024-02-24,494,292.75
O01476,C029,P032,2024-07-02,202,266.63
O01477,C013,P036,2024-03-27,477,225.26
O01478,C032,P046,2024-06-01,106,493.92
O01479,C020,P042,2024-02-23,178,96.0
O01480,C033,P040,2024-01-05,745,447.26
O01481,C026,P039,2024-01-28,567,110.65
O01482,C013,P047,2024-07-19,560,309.41
O01483,C038,P048,2024-07-16,430,159.98
O01484,C020,P009,2024-07-01,746,335.74
O01485,C022,P027,2024-01-08,465,276.14
O01486,C015,P023,2024-04-26,881,422.04
O01487,C029,P021,2024-04-11,447,208.65
O01488,C040,P049,2024-02-15,744,366.46
O01489,C024,P016,2024-01-02,715,489.75
O01490,C013,P026,2024-01-10,171,54.05
O01491,C018,P041,2024-01-05,495,472.65
O01492,C022,P007,2024-01-06,52,473.27
O01493,C037,P046,2024-01-25,687,203.7
O01494,C040,P036,2024-01-12,813,261.2
O01495,C018,P027,2024-04-11,196,252.36
O01496,C030,P023,2024-04-16,869,108.46
O01497,C024,P037,2024-01-03,300,465.04
O01498,C022,P017,2024-07-06,130,216.15
O01499,C011,P016,2024-05-07,643,273.16
O01500,C017,P030,2024-02-17,339,117.13
O01501,C035,P038,2024-03-24,148,330.93
O01502,C021,P040,2024-05-28,961,446.84
O01503,C020,P028,2024-07-12,383,90.33
O01504,C019,P028,2024-05-16,747,420.71
O01505,C014,P048,2024-04-06,162,403.95
O01506,C014,P012,2024-01-08,708,302.27
O01507,C033,P038,2024-05-21,972,166.13
O01508,C037,P031,2024-05-16,621,422.69
O01509,C020,P007,2024-06-05,760,442.93
O01510,C009,P028,2024-05-06,833,151.95
O01511,C023,P009,2024-06-29,581,297.86
O01512,C001,P044,2024-05-08,751,288.19
O01513,C007,P020,2024-02-24,247,496.64
O01514,C003,P043,2024-07-02,205,207.21
O01515,C001,P042,2024-01-11,179,398.93
O01516,C034,P040,2024-05-27,81,180.45
O01517,C027,P037,2024-06-20,761,296.31
O01518,C031,P035,2024-05-18,227,448.33
O01519,C017,P025,2024-03-01,557,345.59
O01520,C038,P029,2024-05-30,952,347.49
O01521,C022,P042,2024-07-10,87,389.45
O01522,C025,P005,2024-01-19,305,103.01
O01523,C008,P030,2024-02-08,998,287.45
O01524,C035,P046,2024-06-18,582,353.01
O01525,C006,P028,2024-06-09,711,132.7
O01526,C026,P040,2024-04-18,570,264.4
O01527,C009,P011,2024-07-12,950,156.39
O01528,C034,P019,2024-02-28,361,487.75
O01529,C005,P006,2024-04-12,521,305.56
O01530,C021,P020,2024-07-13,658,377.14
O01531,C030,P005,2024-07-09,746,482.67
O01532,C029,P050,2024-01-22,60,182.55
O01533,C020,P042,2024-03-06,699,82.0
O01534,C025,P008,2024-02-19,313,200.71
O01535,C035,P049,2024-01-19,273,83.34
O01536,C010,P007,2024-02-28,908,358.27
O01537,C025,P031,2024-01-29,877,67.88
O01538,C007,P024,2024-05-29,452,425.8
O01539,C004,P032,2024-01-03,180,244.33
O01540,C025,P033,2024-04-29,748,444.52
O01541,C027,P019,2024-01-19,811,448.73
O01542,C028,P019,2024-01-15,84,499.1
O01543,C022,P036,2024-01-14,832,464.46
O01544,C019,P019,2024-07-01,405,96.36
O01545,C033,P011,2024-02-04,543,401.65
O01546,C040,P017,2024-02-05,862,121.93
O01547,C040,P035,2024-05-17,127,99.57
O01548,C028,P049,2024-04-18,340,414.95
O01549,C031,P011,2024-06-01,736,171.41
O01550,C016,P010,2024-07-10,373,408.33
O01551,C032,P020,2024-03-23,765,298.15
O01552,C007,P049,2024-06-08,274,142.75
O01553,C023,P038,2024-05-07,642,397.35
O01554,C017,P024,2024-02-27,856,298.42
O01555,C014,P036,2024-07-18,595,89.78
O01556,C008,P026,2024-05-05,655,163.75
O01557,C029,P050,2024-07-09,402,244.57
O01558,C040,P043,2024-07-18,820,111.19
O01559,C012,P020,2024-06-03,712,409.42
O01560,C034,P003,2024-04-14,533,111.3
O01561,C037,P029,2024-04-30,415,428.92
O01562,C013,P006,2024-01-19,381,385.63
O01563,C013,P028,2024-04-17,560,344.91
O01564,C007,P014,2024-02-08,752,245.24
O01565,C028,P010,2024-01-04,680,178.32
O01566,C038,P018,2024-06-30,322,259.29
O01567,C032,P009,2024-02-16,368,209.55
O01568,C032,P025,2024-06-19,663,314.29
O01569,C032,P021,2024-05-16,118,97.11
O01570,C034,P038,2024-03-14,929,162.32
O01571,C015,P026,2024-02-21,820,449.74
O01572,C040,P037,2024-02-23,886,437.69
O01573,C005,P020,2024-01-08,328,271.68
O01574,C037,P037,2024-04-03,753,256.28
O01575,C005,P037,2024-06-17,314,467.17
O01576,C022,P040,2024-03-10,422,498.48
O01577,C026,P006,2024-06-06,319,67.39
O01578,C030,P030,2024-06-06,887,189.02
O01579,C019,P007,2024-05-10,899,453.38
O01580,C017,P002,2024-04-07,383,432.3
O01581,C024,P009,2024-03-04,662,149.46
O01582,C009,P030,2024-02-14,465,314.15
O01583,C013,P045,2024-05-04,723,76.55
O01584,C012,P008,2024-04-26,572,243.84
O01585,C015,P009,2024-03-27,723,245.98
O01586,C040,P005,2024-04-12,529,491.55
O01587,C037,P037,2024-03-06,277,337.66
O01588,C018,P023,2024-06-05,708,123.31
O01589,C038,P007,2024-04-24,579,410.51
O01590,C021,P017,2024-03-31,928,271.12
O01591,C027,P049,2024-01-15,622,288.14
O01592,C001,P041,2024-03-01,193,414.84
O01593,C009,P002,2024-04-16,885,205.39
O01594,C016,P015,2024-04-14,991,225.95
O01595,C004,P050,2024-03-07,642,253.61
O01596,C035,P011,2024-02-07,503,88.32
O01597,C011,P048,2024-06-18,862,301.0
O01598,C027,P016,2024-02-15,175,58.83
O01599,C026,P049,2024-05-25,609,255.08
O01600,C024,P020,2024-02-14,97,247.99
O01601,C017,P035,2024-07-16,919,492.12
O01602,C005,P027,2024-07-03,934,278.47
O01603,C018,P014,2024-01-03,217,427.91
O01604,C009,P030,2024-01-24,546,148.07
O01605,C030,P049,2024-07-12,524,183.22
O01606,C031,P035,2024-02-13,668,489.44
O01607,C017,P013,2024-07-15,539,295.09
O01608,C031,P011,2024-05-22,326,112.36
O01609,C033,P006,2024-03-30,329,61.26
O01610,C021,P004,2024-04-07,791,199.19
O01611,C037,P041,2024-01-03,428,146.47
O01612,C020,P029,2024-04-19,98,218.21
O01613,C017,P036,2024-06-11,860,299.85
O01614,C022,P013,2024-04-29,768,171.68
O01615,C014,P012,2024-05-03,600,336.06
O01616,C025,P035,2024-03-29,573,353.31
O01617,C010,P009,2024-03-01,912,497.01
O01618,C031,P006,2024-01-17,907,496.2
O01619,C036,P012,2024-01-10,196,471.15
O01620,C008,P037,2024-05-19,324,75.25
O01621,C017,P037,2024-02-21,765,266.0
O01622,C040,P016,2024-04-01,266,222.8
O01623,C035,P015,2024-07-18,415,281.36
O01624,C022,P018,2024-03-13,645,64.55
O01625,C027,P032,2024-05-19,698,438.75
O01626,C014,P033,2024-01-25,741,411.2
O01627,C015,P045,2024-02-06,756,97.07
O01628,C007,P040,2024-06-29,467,414.14
O01629,C026,P043,2024-05-07,337,253.4
O01630,C034,P048,2024-06-19,929,497.06
O01631,C023,P025,2024-03-03,438,160.8
O01632,C011,P033,2024-05-12,219,131.43
O01633,C026,P044,2024-01-03,955,333.94
O01634,C032,P030,2024-04-30,547,156.28
O01635,C020,P012,2024-05-16,642,403.36
O01636,C004,P029,2024-03-21,900,246.99
O01637,C009,P014,2024-06-11,492,292.62
O01638,C004,P047,2024-06-21,730,166.66
O01639,C015,P025,2024-04-18,733,160.0
O01640,C002,P006,2024-07-09,957,470.96
O01641,C025,P005,2024-03-17,183,82.73
O01642,C038,P006,2024-07-06,801,129.08
O01643,C035,P042,2024-02-16,700,236.63
O01644,C013,P007,2024-04-24,729,315.47
O01645,C008,P041,2024-07-05,720,309.61
O01646,C037,P010,2024-03-06,710,236.89
O01647,C021,P044,2024-07-06,156,103.15
O01648,C033,P004,2024-03-25,910,129.68
O01649,C014,P006,2024-02-16,381,333.89
O01650,C011,P007,2024-06-14,733,365.88
O01651,C035,P001,2024-06-13,633,471.26
O01652,C010,P020,2024-01-18,996,325.12
O01653,C008,P036,2024-01-16,787,415.73
O01654,C015,P021,2024-03-17,801,373.94
O01655,C015,P001,2024-05-01,840,329.18
O01656,C027,P021,2024-01-14,532,115.6
O01657,C034,P004,2024-02-18,155,237.3
O01658,C036,P020,2024-03-27,921,212.65
O01659,C012,P044,2024-02-19,306,425.26
O01660,C001,P048,2024-03-14,418,151.82
O01661,C026,P021,2024-01-01,482,277.97
O01662,C021,P017,2024-07-11,690,53.75
O01663,C034,P050,2024-06-02,423,357.93
O01664,C029,P046,2024-01-25,533,131.86
O01665,C028,P009,2024-05-24,1000,117.06
O01666,C015,P047,2024-02-17,743,177.42
O01667,C031,P007,2024-04-15,602,185.38
O01668,C005,P043,2024-04-16,500,135.33
O01669,C020,P016,2024-04-25,75,346.56
O01670,C025,P029,2024-04-10,918,344.19
O01671,C001,P001,2024-06-10,151,335.62
O01672,C020,P030,2024-07-03,868,350.89
O01673,C028,P025,2024-06-14,649,319.21
O01674,C024,P013,2024-07-09,402,307.33
O01675,C029,P006,2024-01-07,199,173.16
O01676,C036,P017,2024-01-14,737,263.62
O01677,C010,P002,2024-04-01,835,354.0
O01678,C012,P012,2024-04-07,752,184.03
O01679,C008,P035,2024-04-26,110,134.38
O01680,C034,P034,2024-06-12,894,81.65
O01681,C019,P041,2024-06-09,911,157.67
O01682,C004,P019,2024-01-27,784,448.51
O01683,C034,P012,2024-06-13,438,76.99
O01684,C003,P002,2024-04-12,795,254.68
O01685,C030,P045,2024-01-15,843,310.07
O01686,C010,P011,2024-03-27,882,83.32
O01687,C001,P027,2024-05-09,469,272.22
O01688,C033,P005,2024-03-18,573,310.18
O01689,C001,P046,2024-02-21,691,80.2
O01690,C028,P033,2024-02-21,328,106.43
O01691,C016,P014,2024-04-18,497,86.91
O01692,C007,P016,2024-05-30,374,203.31
O01693,C028,P024,2024-06-01,518,122.96
O01694,C036,P032,2024-02-07,898,298.47
O01695,C033,P017,2024-06-17,740,101.49
O01696,C030,P025,2024-03-18,239,413.3
O01697,C016,P033,2024-06-21,87,121.02
O01698,C032,P004,2024-07-14,852,432.75
O01699,C027,P005,2024-03-15,620,241.63
O01700,C031,P006,2024-06-22,949,384.2
O01701,C018,P005,2024-07-14,581,105.66
O01702,C004,P017,2024-04-17,955,347.89
O01703,C038,P006,2024-05-27,204,313.71
O01704,C028,P013,2024-02-26,838,115.32
O01705,C002,P048,2024-05-12,727,125.29
O01706,C039,P033,2024-04-24,54,403.11
O01707,C014,P049,2024-01-19,354,268.6
O01708,C003,P037,2024-07-10,494,270.51
O01709,C035,P047,2024-03-03,995,239.89
O01710,C023,P005,2024-05-03,688,243.99
O01711,C029,P025,2024-02-23,518,496.72
O01712,C040,P047,2024-03-03,993,127.89
O01713,C040,P039,2024-03-18,137,183.61
O01714,C016,P040,2024-05-19,503,353.35
O01715,C022,P015,2024-01-01,64,297.69
O01716,C013,P014,2024-06-09,895,219.11
O01717,C007,P019,2024-01-10,489,492.32
O01718,C008,P023,2024-05-05,127,87.29
O01719,C035,P044,2024-06-11,624,282.3
O01720,C012,P032,2024-06-30,103,158.38
O01721,C011,P019,2024-07-08,789,277.58
O01722,C016,P025,2024-01-17,89,187.57
O01723,C029,P018,2024-02-19,402,216.13
O01724,C026,P028,2024-06-14,845,499.31
O01725,C016,P037,2024-07-04,930,186.49
O01726,C006,P037,2024-05-17,183,273.56
O01727,C018,P046,2024-05-09,583,462.08
O01728,C029,P024,2024-05-05,657,186.5
O01729,C039,P012,2024-04-25,919,126.89
O01730,C004,P006,2024-06-20,655,117.88
O01731,C025,P030,2024-06-16,413,325.52
O01732,C040,P041,2024-05-03,442,142.5
O01733,C008,P045,2024-05-01,123,320.29
O01734,C008,P030,2024-03-22,81,496.26
O01735,C008,P027,2024-04-26,370,73.79
O01736,C030,P004,2024-01-29,258,411.02
O01737,C026,P005,2024-04-22,272,197.22
O01738,C010,P036,2024-03-14,155,242.6
O01739,C022,P016,2024-03-11,872,365.78
O01740,C017,P021,2024-05-19,401,183.87
O01741,C030,P009,2024-06-11,335,172.46
O01742,C023,P049,2024-04-22,257,406.34
O01743,C036,P029,2024-06-09,695,341.46
O01744,C009,P043,2024-06-25,84,90.42
O01745,C010,P040,2024-05-12,221,139.49
O01746,C040,P012,2024-05-03,425,354.77
O01747,C039,P025,2024-07-06,596,234.7
O01748,C021,P001,2024-06-19,438,237.86
O01749,C006,P026,2024-01-31,403,201.54
O01750,C023,P007,2024-04-12,133,205.82
O01751,C016,P021,2024-01-08,422,216.49
O01752,C035,P044,2024-01-27,107,353.19
O01753,C004,P027,2024-06-24,459,344.46
O01754,C028,P044,2024-04-01,829,267.6
O01755,C012,P041,2024-06-17,157,134.51
O01756,C002,P003,2024-04-21,600,407.58
O01757,C014,P035,2024-07-06,85,462.69
O01758,C028,P016,2024-07-06,787,324.01
O01759,C032,P034,2024-02-29,191,400.34
O01760,C028,P038,2024-03-03,768,477.75
O01761,C039,P044,2024-01-04,685,376.41
O01762,C034,P029,2024-05-07,222,422.82
O01763,C037,P007,2024-01-17,880,222.53
O01764,C001,P045,2024-06-20,726,391.9
O01765,C028,P022,2024-01-29,143,238.55
O01766,C002,P018,2024-01-11,895,266.66
O01767,C021,P013,2024-01-27,388,262.29
O01768,C003,P002,2024-06-19,677,143.48
O01769,C029,P006,2024-05-10,546,457.74
O01770,C001,P004,2024-02-17,726,377.17
O01771,C024,P001,2024-03-24,718,448.82
O01772,C035,P029,2024-07-10,591,310.51
O01773,C021,P012,2024-01-15,653,322.58
O01774,C010,P015,2024-03-08,184,209.88
O01775,C017,P013,2024-06-18,711,138.57
O01776,C011,P044,2024-06-04,842,144.81
O01777,C006,P012,2024-06-14,743,186.05
O01778,C010,P022,2024-01-02,577,345.92
O01779,C016,P045,2024-02-21,66,148.12
O01780,C005,P016,2024-06-10,188,112.85
O01781,C028,P047,2024-05-05,643,56.6
O01782,C031,P042,2024-03-06,319,184.15
O01783,C015,P001,2024-06-16,669,334.8
O01784,C007,P008,2024-05-11,908,63.8
O01785,C029,P041,2024-07-08,788,300.32
O01786,C036,P032,2024-07-05,479,421.21
O01787,C034,P020,2024-05-03,397,142.74
O01788,C019,P041,2024-02-20,716,136.03
O01789,C023,P044,2024-03-03,844,256.99
O01790,C015,P030,2024-03-17,90,401.47
O01791,C005,P033,2024-06-22,828,477.07
O01792,C013,P013,2024-01-12,809,492.5
O01793,C014,P026,2024-01-22,267,266.36
O01794,C002,P027,2024-03-24,72,190.79
O01795,C016,P047,2024-02-26,433,93.88
O01796,C026,P016,2024-01-29,868,495.28
O01797,C031,P036,2024-06-18,822,454.27
O01798,C023,P044,2024-03-14,991,252.95
O01799,C027,P011,2024-03-01,409,449.48
O01800,C001,P016,2024-03-02,323,347.95
O01801,C028,P001,2024-02-02,222,248.22
O01802,C012,P009,2024-03-01,461,450.07
O01803,C009,P029,2024-06-04,188,336.48
O01804,C002,P009,2024-04-28,238,321.91
O01805,C001,P002,2024-07-09,651,372.14
O01806,C006,P005,2024-03-25,53,400.52
O01807,C016,P039,2024-05-25,695,431.84
O01808,C001,P037,2024-03-08,847,405.74
O01809,C023,P027,2024-04-15,529,434.23
O01810,C037,P023,2024-05-22,696,220.92
O01811,C023,P039,2024-07-08,740,474.87
O01812,C006,P049,2024-06-17,901,248.77
O01813,C003,P015,2024-02-23,214,451.72
O01814,C036,P019,2024-02-07,355,128.17
O01815,C007,P014,2024-02-12,607,181.58
O01816,C014,P009,2024-02-22,145,396.77
O01817,C003,P004,2024-02-28,712,72.64
O01818,C011,P040,2024-07-06,388,218.92
O01819,C002,P049,2024-02-18,182,318.3
O01820,C001,P038,2024-06-23,396,441.87
O01821,C012,P002,2024-05-05,223,60.76
O01822,C023,P010,2024-04-25,101,58.93
O01823,C012,P021,2024-06-26,415,226.78
O01824,C006,P033,2024-02-24,492,53.18
O01825,C011,P015,2024-06-29,885,337.01
O01826,C018,P016,2024-01-30,589,265.94
O01827,C015,P032,2024-03-18,921,160.52
O01828,C015,P023,2024-03-30,680,238.88
O01829,C027,P016,2024-05-04,64,65.74
O01830,C032,P025,2024-05-30,832,153.21
O01831,C012,P021,2024-07-16,190,256.06
O01832,C039,P029,2024-03-03,975,223.59
O01833,C017,P036,2024-07-16,611,89.9
O01834,C007,P018,2024-05-28,199,442.85
O01835,C032,P024,2024-02-29,844,226.84
O01836,C005,P020,2024-03-20,304,81.47
O01837,C002,P007,2024-03-17,290,315.19
O01838,C031,P045,2024-05-23,624,188.92
O01839,C024,P016,2024-06-05,777,401.44
O01840,C030,P007,2024-07-03,576,467.32
O01841,C012,P035,2024-03-06,957,176.88
O01842,C035,P049,2024-05-17,845,435.98
O01843,C024,P027,2024-05-09,739,149.78
O01844,C012,P043,2024-01-03,608,400.06
O01845,C005,P010,2024-02-08,827,72.98
O01846,C006,P026,2024-03-14,323,469.99
O01847,C024,P046,2024-06-28,145,437.5
O01848,C023,P037,2024-04-04,926,232.38
O01849,C031,P003,2024-05-18,242,441.43
O01850,C008,P034,2024-02-04,524,56.72
O01851,C024,P047,2024-06-06,91,376.82
O01852,C036,P036,2024-05-20,579,175.76
